thermax,थरमैक्स,थर्मैक्स
nano,नैनो,नैनो
orissa,ओडिसा,ओरिस्सा
tomar,तोमर,टोमर
ropee,रोपी,रोपी
thappadhabaajhee,थप्पड़बाज़ी,थप्पधाबाजी
baabat,बाबत,बाबत
attahasa,अट्टहास,अट्हासा
colan,कोलन,कोलन
pratileetar,प्रतिलीटर,प्रतिलतर
bhusi,भूसी,भूसी
haliyaa,हलिया,हलिया
utpeedan,उत्पीडऩ,उत्पीदान
pope,पोप,पोप
karkhele,करखेले,कारखेले
bahulya,बाहुल्य,बहुल्या
aswbhavik,अस्वभाविक,अस्भविक
kathhnaeeyon,कठनाईयों,कथनायों
ramjeelaal,रामजीलाल,रामजीलाल
vasulta,वसूलता,वसुलता
mukhyamantri,मुख्यमंत्री,मुख्यमंत्री
maria,मारिया,मारिया
satmev,सत्मेव,सतमेव
baksa,बक्सा,बकसा
udar,उदर,उदर
man,मैन,मन
buddhijivon,बुद्धिजीवों,बुद्धिजीवों
sudip,सुदीप,सुदीप
jodo,जोड़ो,जोडो
tasdeek,तसदीक,तसदीक
nikaalni,निकालनी,निकालनी
bhatkaanaa,भटकाना,भटकाना
harna,हारना,हरना
dillon,डिल्लों,दिलों
registerd,रजिस्टर्ड,रिजिट्सर्ड
bhandara,भंडारा,भंडारा
lalaniya,ललानिया,ललानिया
lima,लिमा,लिमा
lalkrishna,लालकृष्ण,लालकृष्ण
ratnabhooshan,रत्नाभूषण,रत्नभूषण
sparivar,सपरिवार,स्पारीवर
sah,साह,सह
sametti,समेटती,समेत्ति
pyria,पाइरिया,पायरिया
maamalonmen,मामलोंमें,मामालोमन
braat,बरात,ब्राट
vaiisan,वैइसन,वैसन
villa,विला,विला
linda,लिंडा,लिंदा
khariya,खरिया,खरिया
chellani,चेलानी,चेल्लानी
electronics,इलेक्ट्रॉनिक्स,इलेक्रोनिक्स
rishiraj,ऋषिराज,रिशिराज
udaipur,उदयपुर,उदाईपुर
pagla,पगला,पगला
ritukaant,ऋतुकांत,रितुकान्त
kurmi,कुर्मी,कुर्मी
dastaanaa,दस्ताना,दस्ताना
emrald,एमरल्ड,एमराल्ड
ghumaaee,घुमाई,घुमाए
updraviyon,उपद्रवियों,उपद्रवियों
oklahoma,ओक्लाहोमा,ओकलाहुमा
dharmaraajne,धर्मराजने,धर्मराजने
jhaohuee,झाओहुई,झाऊँ
uppidan,उप्पीड़न,उपीड़न
khemik,खेमिक,खेमिक
tugalki,तुगलकी,तुगलकी
duar,दोआर,दुआर
avi,अवि,अवी
jadet,जड़ित,जेड़
taiboo,टैबू,ताबू
programmers,प्रोग्रामर्स,प्रोग्राम्मार्स
taylorsville,टेलर्सविले,टाइलोरसावील
chadron,चादरों,चादरों
racer,रेसर,रेसर
bhakaa,भका,भका
andhabhakto,अंधभक्तो,अंधभकतो
obrayan,ओब्रायन,ओब्रायां
krutya,कृत्या,क्र्यटा
peeran,पीरान,पीरन
najriyon,नजरियों,नजरियों
mayur,मयूर,मायूर
chaudhawan,चौदहवां,चौधावां
swargadoot,स्वर्गदूत,स्वरगौत
feka,फेका,फेका
independet,इंडिपेन्डेट,इंडीपेंट
tinkaa,टिंका,टिक्का
gurdon,गुर्दों,ग्रोडों
jaatiyon,जातियों,जातियों
samanwayaka,समन्वयक,समनवायका
sube,सूबे,सुबे
chandana,चंदन,चन्दन
praarambhikataa,प्रारंभिकता,प्रार्मिख्ता
trap,ट्रैप,टीआरपी
udant,उदंत,उदांत
dynamatic,डायनामेटिक,डायनमैटिक
vidyuteekrit,विद्युतीकृत,विद्युतकृत
lalaniyaa,ललानिया,ललानिया
wadaraa,वदरा,वाडरा
ved,वेड,वेड
fadfadaen,फड़फड़ाएं,फड़फड़ाएँ
traded,ट्रेडेड,ट्रेड
akhuaapaadaa,अखुआपाड़ा,अखुआपाड़ा
saraha,सराहा,सरह
vigyaanvaadiyon,विज्ञानवादियों,विज्ञानवादियों
kamzor,कमज़ोर,कम्जोर
youngstown,यंगस्टाउन,यांगस्वों
aaryam,आर्यम्,आर्यम
patkathaein,पटकथाएं,पटकथाएँ
bajpai,बाजपेयी,बाजपैय
jassee,जस्सी,जससी
nau,नाऊ,नौ
evav,एवव,एवीएव
lagataar,लागातार,लगातर
suman,सुमन,सुमन
padanee,पड़नी,पदनी
mindtree,माइंडट्री,मिंद्री
distributary,ड्रिस्ट्रीब्यूट्री,दिस्ट्रब्रटरी
jankaron,जानकारों,जनकरों
shankacharaachaarya,शंकचराचार्य,शंचाराचार्य
offshore,ऑफशोर,ओफ्सफ़र
dukhon,दुखों,दुखों
nesco,नेस्को,नेस्को
phooltee,फूलती,फूलती
tools,टूल्स,टूल्स
verger,वर्गर,वर्गर
dumghontu,दमघोंटू,दुम्होघनट
videoh,वीडियोः,विदोह
rajman,राजमां,राजमान
aatmamugdh,आत्ममुग्ध,आत्मगुद्ध
rockford,रॉकफोर्ड,रॉकफर्ड
mitra,मित्रा,मिट्रा
devnaar,देवनार,देवनार
ocoee,ओकोई,ओसी
uttariya,उत्तरिया,उत्तरिया
kainawij,कैनविज,कैनाविज
galaxion,गैलेक्सियों,गैलक्सन
jivaniya,जीवनियां,जिवानिया
hakikat,हकीकत,हकीकट
eliminator,एलिमिनेटर,एलिमिनेटर
augustine,अगस्टाइन,औगस्टाइन
kar,कर,रार
bitane,बीताने,बिटने
daftarwale,दफ्तरवाले,दफ्तरवाले
bairaadh,बैराढ,बैराध
kambalon,कंबलों,कम्बलों
jwar,ज्वार,ज़्वार
fatama,फातमा,फतमा
vives,विवेस,विवेस
dwt,डीडब्ल्यूटी,डीटी
dhaatuein,धातुएं,धातूएं
siyaha,सियाह,सिहा
pitne,पीटने,पिटने
bichchon,बिच्चों,बिच्छों
jita,जिता,जिता
sevala,सेवाला,सेवाला
bataur,बताैर,बतौर
aditya,आदित्या,आदित्य
kshetren,क्षेत्रें,क्षेत्रें
